MatchID,TeamName,IsHomeTeam,IsAwayTeam,Goals,Ball Possession,Total Attempts,Attempts on target,Attempts off target,Attempts against woodwork,Attempts Accuracy,Corners,Offsides,Saves,Tackles won,Clearances,Recovered balls,Fouls committed,Yellow.Cards,Red.Cards,Passes completed,Passes accuracy,Distance covered (m),Distance covered in possession (m),Top Speed (Km/h),Own-goals,Goals scored,Goals_conceded,Own-goals for,Goals scored by right foot,Goals scored by left foot,Goals scored by head,Goals scored by backheel,Goals scored by other part of body,Goals scored in open play,Goals scored on direct free-kcik,Goals scored on indirect free-kcik,Goals scored on penalty ,Goals on corner ,Goals scored in penalty area,Goals scored outside penalty area,Goals on penalty phase,Goals in open play from centre,Goals in open play from left,Goals in open play from right,Attempts blocked,Attempts on bar,Attempts on post,Woodwork (after deflection),Attempts on direct free kick,Attempts on indirect free kick,Attempts from corner,Attempts on target in penalty area,Attempts on target outside penalty area,Attempts off target in penalty area,Attempts off target outside penalty area,Attempts in open play from centre,Attempts in open play from left,Attempts in open play from right,Free kicks on goal ,Instance of possession ,Ball not in play,Crosses attempted,Crosses short,Crosses medium,Crosses long,Crosses completed,Crosses completed short,Crosses completed medium,Crosses completed long,Corners short,Corners medium,Corners long,Corners completed,Corners completed short,Corners completed medium,Corners completed long,Dribbling,Passes attempted,Passes attempted short,Passes attempted medium,Passes attempted long,Passes completed short,Passes completed medium,Passes completed long,Passes received,Passes received short,Passes received medium,Passes received long,Passes accuracy short,Passes accuracy medium,Passes accuracy long,Passes completed forward,Passes completed backward,Passes completed left,Passes completed right,Passes per instance of possession ,Delivery into attacking third,Delivery into key play area,Delivery into penalty area,Delivery into goal area,Solo run into attacking third,Solo run into key play area,Solo run into penalty area,Total Attacks,Attacks from centre,Attacks from right,Attacks from left,Organized attack,Counter attack,Clearances successful,Clearances unsuccesful,Tackles,Tackles lost,Tackles performed gaining the ball,Tackles performed not gaining the ball,Tackles suffered,Tackles suffered losing the ball,Tackles suffered not losing the ball,Lost balls,Lost balls own half,Lost balls opposite half,Change of possession,Blocks,Throw-in,Goals conceded from open play ,Goals conceded from set pieces,Goals conceded in penalty area,Goals conceded outside penalty area,Saves in open play,Saves on set pieces,Saves on direct free kick,Saves on indirect free kick,Saves on penalty,Saves on corner,Saves in open play from centre,Saves in open play from left,Saves in open play from right,Punches,High Claims,Low Claims,Goalkeeper kicks attempted,Goalkeeper kicks short,Goalkeeper kicks medium,Goalkeeper kicks long,Goalkeeper kicks completed,Goalkeeper kicks completed short,Goalkeeper kicks completed medium,Goalkeeper kicks completed long,Goalkeeper kicks completed %,Played Time,Fouls suffered,Fouls committed own half,Fouls committed opposite half,Fouls suffered own half,Fouls suffered opposite half,Penalty fouls,Handball,Simulation,Offsides suffered,Distance covered in low activity (m),Distance covered in medium activity (m),Distance covered in high activity (m),Distance covered in very high activity (m),Distance covered in low activity (%),Distance covered in medium activity (%),Distance covered in high activity (%),Distance covered in very high activity (%),Average distance covered,Average distance covered in low activity ,Average distance covered in medium activity ,Average distance covered in high activity ,Average distance covered in very high activity covered,Time spent in low activity (%),Time spent in medium activity (%),Time spent in high activity (%),Time spent in very high activity (%),Time spent in low activity,Time spent in medium activity,Time spent in high activity,Time spent in very high activity,Sprints,Assists,Distance covered (Km),Distance covered in possession (Km),Matches played,Goals on set pieces,Attempts blocked outside penalty area,Distance covered not in possession (m),Distance covered not in possession (Km),Attempts set pieces,Attempts in open play,Attempts on throw in,Saves on attempts inside penalty area,Saves on attempts outside penalty area,Team average speed,Big Chances
2024472,Croatia,TRUE,FALSE,3,64,11,7,2,0,64,5,4,4,9,20,33,10,1,0,590,90,104729,47307,33.3,0,3,1,0,1,1,1,0,0,3,0,0,0,0,2,1,0,0,2,1,2,0,0,0,0,0,0,3,4,1,1,6,3,2,0,170,59:58.2,11,2,2,7,3,0,1,2,1,2,2,3,1,2,0,13,652,197,391,64,178,362,50,590,178,362,50,0.904,0.926,0.781,130,110,178,172,3.835,30,25,6,0,21,10,8,40,5,10,25,29,2,19,1,13,4,4,8,9,1,8,62,36,25,159,2,27,1,0,0,1,4,0,0,0,0,0,5,0,0,3,0,3,7,2,3,2,6,2,3,1,86,36:54.8,7,5,5,6,1,0,1,0,1,60208,16089,19538,8894,57,16,19,8,10137,5708,1596,1946,887,84,7,7,2,29:41.3,17:32.0,11:08.2,22:46.3,385,3,104.72,47.3,1,0,2,32713,32.71,0,11,0,3,0,6.4,0
2024472,Scotland,FALSE,TRUE,1,36,12,4,6,0,33,7,1,4,3,16,37,8,1,0,256,81,107934,31509,32,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,3,1,3,3,12,0,0,0,169,15:45.6,25,1,9,15,7,0,1,6,0,2,5,2,0,0,2,5,318,50,189,79,41,166,49,256,41,166,49,0.82,0.878,0.62,62,54,80,60,1.882,30,19,9,3,9,8,0,32,8,11,13,15,1,15,1,10,7,1,8,12,4,8,66,32,32,151,2,20,3,0,2,1,4,0,0,0,0,0,3,2,1,0,0,2,4,0,0,4,1,0,0,1,25,36:54.8,9,2,6,5,4,0,1,0,4,59192,18237,21397,9108,55,17,20,8,10362,5551,1788,2117,906,82,9,7,2,18:40.9,28:10.0,18:13.6,23:35.3,401,0,107.93,31.5,1,0,1,51746,51.74,0,12,0,1,3,6.4,0
2024482,Croatia,TRUE,FALSE,3,36,12,6,5,0,50,1,6,5,4,34,53,26,2,0,380,84,128623,37419,30.8,0,2,5,1,1,0,1,0,0,2,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,4,2,4,1,11,1,0,0,232,39:56.0,9,3,3,3,1,0,0,1,1,0,0,1,1,0,0,17,452,130,254,68,108,228,44,380,108,228,44,0.831,0.898,0.647,117,72,87,104,1.948,27,15,5,0,15,8,3,31,9,4,18,23,2,30,4,23,19,3,20,17,6,11,81,41,38,212,4,29,5,0,5,0,5,0,0,0,0,0,5,3,1,0,3,5,7,0,2,5,6,0,2,4,86,09:16.4,10,12,14,6,4,0,1,0,3,72188,20320,24845,11270,56,16,19,9,12455,6845,2016,2471,1123,83,8,7,2,50:55.0,37:11.9,29:57.0,28:50.6,493,1,128.62,37.41,1,0,0,65067,65.06,0,12,0,5,0,6,2
2024482,Spain,FALSE,TRUE,5,64,23,10,9,1,43,8,3,4,8,17,51,10,0,0,822,91,146211,68121,32,1,5,3,0,0,4,1,0,0,5,0,0,0,0,5,0,0,0,1,3,4,0,1,1,0,0,0,10,0,4,5,16,5,2,0,239,17:39.6,29,4,14,11,10,0,3,6,0,5,3,3,0,2,1,17,905,228,582,94,211,539,72,822,211,539,72,0.925,0.926,0.766,168,169,237,248,3.787,71,39,16,1,16,15,11,62,13,35,14,38,1,12,5,19,11,6,12,24,3,21,83,28,51,203,1,21,3,0,3,0,4,0,0,0,0,0,4,1,0,0,1,6,4,0,1,3,3,0,1,2,75,09:16.4,25,4,6,14,11,0,0,0,6,80103,24499,29098,12511,55,16,20,9,13928,7403,2405,2882,1238,81,9,8,2,18:25:47,1:57:08,1:45:24,31:56.4,527,5,146.21,68.12,1,0,1,47406,47.4,0,23,0,2,2,6.6,1
2024488,Czech Republic,TRUE,FALSE,1,53,16,5,6,0,31,9,3,5,1,13,37,9,2,0,380,78,114538,43462,30.8,0,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,3,2,5,1,14,1,1,0,200,09:49.0,24,3,5,16,6,0,1,5,2,3,4,6,2,2,2,14,490,110,294,86,79,252,49,380,79,252,49,0.718,0.857,0.57,95,52,117,116,2.45,39,18,15,1,13,13,5,47,5,23,19,24,0,12,1,9,8,0,6,16,4,12,71,31,38,187,2,20,2,0,2,0,5,0,0,0,0,0,7,0,0,0,0,2,3,0,1,2,1,0,1,0,33,39:26.7,9,3,6,4,5,0,1,0,0,62566,20056,23326,8590,55,17,20,8,11017,5855,1982,2321,859,81,9,8,2,34:12.3,36:48.4,25:40.3,22:25.7,373,1,114.53,43.46,1,0,1,40826,40.82,0,16,0,4,1,6.7,0
2024488,Denmark,FALSE,TRUE,2,47,13,7,4,0,54,7,0,4,10,23,38,10,0,0,293,76,107918,36326,31,0,2,1,0,1,0,1,0,0,2,0,0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,6,1,3,1,11,1,1,0,206,12:55.6,14,2,6,6,3,0,1,2,0,2,5,2,0,0,2,11,385,97,218,70,70,180,43,293,70,180,43,0.722,0.826,0.614,87,48,78,80,1.869,32,26,7,0,8,4,6,32,8,14,10,16,5,18,5,18,8,5,13,5,0,5,66,36,29,192,5,29,1,0,1,0,4,0,0,0,0,0,8,0,1,1,3,0,12,0,1,11,7,0,1,6,58,39:26.7,7,6,4,5,2,0,1,0,3,63822,17425,18661,8010,59,17,17,7,10397,6030,1713,1853,801,84,8,6,2,03:10.1,24:20.8,1:08:08,20:46.9,353,2,107.91,36.32,1,0,1,41875,41.87,0,13,0,2,2,6.5,2
2024471,Czech Republic,TRUE,FALSE,0,43,7,1,4,0,14,4,2,2,7,21,38,10,1,0,339,80,114869,37794,33.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,1,6,0,1,0,182,08:15.5,16,4,6,6,2,0,1,1,0,3,1,2,0,1,1,4,424,115,255,54,94,216,29,339,94,216,29,0.817,0.847,0.537,83,58,100,98,2.33,22,14,3,1,10,5,5,31,4,15,12,18,0,20,1,11,4,5,5,6,3,3,67,32,33,164,0,21,1,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,2,0,0,2,2,0,0,2,100,33:16.8,10,5,5,5,5,0,0,0,5,58773,21524,25273,9299,51,19,22,8,11055,5481,2128,2516,930,78,11,9,2,13:40.4,43:49.9,32:21.5,24:17.3,405,0,114.86,37.79,1,0,1,51838,51.83,0,7,0,1,0,7.3,0
2024471,England,FALSE,TRUE,1,57,5,2,3,1,40,6,5,2,5,24,31,11,0,0,454,85,108545,45645,32.8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,2,0,2,1,2,2,1,0,180,00:05.3,20,3,11,6,4,0,2,2,0,2,4,2,0,0,2,17,533,113,353,67,89,323,42,454,89,323,42,0.788,0.915,0.627,99,97,137,121,2.961,29,13,12,1,15,13,3,31,2,16,13,20,1,21,3,9,4,2,3,9,4,5,62,35,27,167,2,28,0,0,0,0,2,0,0,0,0,0,2,0,1,1,0,3,8,0,3,5,7,0,3,4,88,33:16.8,10,5,6,5,5,0,1,0,2,60108,18578,21346,8513,55,17,20,8,10369,5581,1827,2111,850,81,9,8,2,42:41.4,29:48.1,18:07.8,21:56.4,359,1,108.54,45.64,1,0,0,37384,37.38,0,5,0,0,1,6.8,0
2024459,Denmark,TRUE,FALSE,1,47,22,6,7,1,27,2,2,2,5,9,59,8,3,0,441,86,109798,38283,33.3,0,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,9,1,0,1,1,0,0,5,1,4,3,15,4,2,0,178,08:10.6,22,2,14,6,8,0,7,1,0,1,1,2,0,1,1,19,510,159,297,54,150,264,27,441,150,264,27,0.943,0.889,0.5,112,80,131,117,2.865,47,25,9,2,8,10,9,52,11,18,23,31,2,8,1,18,13,5,10,18,6,12,78,29,48,160,1,16,2,0,1,1,2,0,0,0,0,0,2,0,1,1,0,0,2,0,0,2,1,0,0,1,50,36:48.0,14,3,5,4,10,0,1,1,2,60438,17890,20796,10674,55,16,19,10,10581,5712,1760,2051,1058,81,9,7,3,44:17.8,1:25:35,15:01.1,27:03.1,444,1,109.79,38.28,1,0,3,48179,48.17,1,21,0,1,1,6.9,1
2024459,Belgium,FALSE,TRUE,2,53,6,4,1,0,67,4,2,5,6,16,40,14,1,0,500,87,109769,43874,31.3,0,2,1,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,2,2,1,0,5,0,1,0,180,04:34.9,4,0,2,2,0,0,0,0,1,1,2,2,1,1,0,15,576,137,366,74,115,332,54,500,115,332,54,0.839,0.907,0.73,105,82,148,165,3.2,25,12,4,1,9,6,2,25,3,14,8,19,1,13,3,20,14,6,12,15,5,10,78,48,28,168,9,36,1,0,1,0,5,0,0,0,0,0,8,4,1,0,2,3,16,4,5,7,14,4,5,5,88,36:48.0,6,10,4,3,3,0,0,0,2,59524,19458,21865,8922,54,18,20,8,10519,5562,1916,2162,879,81,9,8,2,40:53.5,32:24.0,18:49.8,22:34.5,360,2,109.76,43.87,1,0,1,43333,43.33,0,6,0,4,1,6.7,0
2024449,Denmark,TRUE,FALSE,0,63,23,6,10,0,26,9,0,0,2,7,41,11,0,0,551,83,105354,47968,31.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,2,5,5,17,2,3,0,217,01:06.3,30,6,11,13,8,0,3,2,0,3,6,0,0,0,0,10,661,195,401,65,150,361,40,550,150,360,40,0.769,0.9,0.615,125,109,160,157,3.051,58,34,27,0,24,12,4,70,12,23,35,42,3,5,2,8,6,2,3,14,2,12,58,20,38,202,0,19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,100,36:08.6,12,2,9,4,8,0,1,0,1,59960,17994,19995,7405,57,17,19,7,10144,5663,1770,1974,737,85,7,6,2,46:06.2,26:45.3,13:14.3,19:18.4,328,0,105.35,47.96,1,0,2,30263,30.26,1,22,0,0,0,6.4,1
2024449,Finland,FALSE,TRUE,1,37,1,1,0,0,100,0,1,6,7,36,30,12,2,0,184,65,101741,27586,31.5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,212,15:59.3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,284,87,145,52,50,115,19,184,50,115,19,0.575,0.793,0.365,54,33,49,48,1.335,9,4,2,0,5,1,1,8,0,2,6,4,0,22,14,16,9,2,12,5,2,3,68,44,19,200,7,30,0,0,0,0,5,1,0,0,1,0,10,0,2,1,5,1,7,1,0,6,3,1,0,2,43,36:08.6,10,8,4,8,2,1,0,0,0,59397,17760,18298,6286,58,18,18,6,9700,5517,1744,1814,625,85,8,6,1,29:00.0,25:37.0,07:07.1,16:29.4,284,1,101.74,27.58,1,0,0,49012,49.01,0,1,0,4,2,6.3,0
2024451,England,TRUE,FALSE,1,52,8,2,5,1,25,1,2,1,4,13,41,9,1,0,389,85,100013,37039,33.1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,2,0,0,1,1,3,2,6,0,0,0,152,05:06.1,7,2,3,2,2,0,2,0,0,0,1,0,0,0,0,2,457,101,298,58,81,281,27,389,81,281,27,0.802,0.943,0.466,87,78,116,108,3.007,26,13,9,2,8,5,3,32,9,10,13,18,0,12,1,8,4,3,5,8,0,8,56,31,24,139,2,22,0,0,0,0,1,0,0,0,0,0,2,0,1,0,2,4,8,0,3,5,4,0,3,1,50,34:36.5,9,2,7,4,5,0,1,0,2,61861,15646,16439,6067,62,16,16,6,9467,5733,1525,1606,603,85,7,6,2,31:55.2,15:45.9,00:16.4,15:36.6,275,1,100.01,37.03,1,0,1,37631,37.63,2,6,0,0,1,6.3,1
2024451,Croatia,FALSE,TRUE,0,48,8,1,5,0,12,1,2,1,3,17,28,10,3,0,385,85,96615,34318,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4,1,7,0,1,0,152,07:06.0,13,1,6,6,3,0,0,0,0,0,1,0,0,0,0,4,453,123,277,53,102,246,37,385,102,246,37,0.829,0.888,0.698,95,63,116,111,2.98,35,14,9,0,6,7,2,37,4,19,14,23,2,17,0,9,6,0,8,8,3,5,63,24,35,139,1,32,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,10,2,4,4,8,2,4,2,80,34:36.5,8,6,4,6,2,0,1,0,2,59715,15312,15451,6137,62,16,16,6,9315,5682,1501,1520,612,86,6,6,2,36:39.9,14:04.9,56:54.0,15:45.7,286,0,96.61,34.31,1,0,2,38508,38.5,0,8,0,0,1,6,0
2024490,England,TRUE,FALSE,2,58,21,10,8,0,48,6,0,2,7,15,55,10,1,0,670,88,138974,56323,32,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,8,2,5,3,16,1,2,0,220,25:11.2,25,1,16,8,8,0,2,6,1,3,2,4,1,1,2,32,759,173,495,91,149,459,62,670,149,459,62,0.861,0.927,0.681,153,133,193,191,3.45,62,37,22,0,20,16,12,81,13,41,27,53,3,12,3,11,4,5,3,9,5,4,74,28,44,195,1,30,0,1,0,1,2,0,0,0,0,0,3,0,0,2,1,2,4,0,2,2,2,0,2,0,50,11:18.3,21,4,6,7,14,0,1,0,1,81922,22603,24364,10085,59,16,18,7,13251,7623,2217,2408,1003,84,8,6,2,52:32.7,49:14.4,29:26.8,25:53.8,449,1,138.97,56.32,1,0,1,48050,48.05,2,19,0,0,2,6.3,3
2024490,Denmark,FALSE,TRUE,1,42,6,3,2,0,50,5,1,10,5,32,40,21,1,0,451,83,137158,44165,31.5,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,2,4,1,0,1,216,37:19.0,12,0,4,8,0,0,0,0,0,0,5,0,0,0,0,17,543,125,345,73,103,310,38,451,103,310,38,0.824,0.899,0.521,120,77,122,132,2.514,33,16,3,0,3,4,2,29,5,12,12,19,1,20,12,17,12,5,4,8,5,3,93,43,46,202,3,30,2,0,2,0,9,1,0,0,1,0,7,1,2,0,2,2,9,1,1,7,8,1,1,6,89,11:18.3,9,14,7,5,4,1,0,0,0,78053,23364,25643,10098,57,17,19,7,13302,7430,2317,2548,1007,83,8,7,2,22:07.4,51:44.8,32:35.8,25:49.2,427,0,137.15,44.16,1,1,0,61201,61.2,1,5,0,8,2,6.2,0
2024484,England,TRUE,FALSE,2,47,5,4,1,0,80,3,2,3,8,25,37,11,3,0,381,85,105714,37342,32.2,0,2,0,0,1,0,1,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,3,1,1,0,5,0,0,0,158,07:12.7,13,0,8,5,4,0,1,3,0,2,1,1,0,0,1,11,449,87,292,70,66,271,44,381,66,271,44,0.759,0.928,0.629,84,87,109,101,2.842,31,11,9,1,8,4,1,28,5,14,9,13,0,17,8,12,4,5,7,13,5,8,54,22,29,146,2,22,0,0,0,0,3,0,0,0,0,0,3,0,0,1,1,2,5,1,0,4,2,1,0,1,40,35:37.3,9,3,8,2,7,0,0,0,2,60463,17816,19333,8102,57,17,18,8,10064,5602,1744,1912,806,83,8,7,2,14:24.5,26:06.5,10:51.1,20:54.6,348,2,105.71,37.34,1,0,0,44526,44.52,0,5,0,2,1,6.6,1
2024484,Germany,FALSE,TRUE,0,53,9,3,4,0,33,3,2,2,5,22,32,9,2,0,469,88,105421,42049,30.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,1,3,1,7,0,0,0,161,03:26.4,13,1,9,3,3,0,1,2,0,3,0,1,0,1,0,7,536,95,374,67,82,354,33,469,82,354,33,0.863,0.947,0.493,110,72,139,148,3.329,25,20,9,1,9,5,5,26,11,7,8,16,2,19,3,19,14,7,9,12,5,7,62,36,24,145,0,19,2,0,2,0,2,0,0,0,0,0,2,0,0,0,1,1,5,0,5,0,5,0,5,0,100,35:37.3,11,7,2,8,3,0,0,0,2,59661,18483,19990,7287,57,17,19,7,10085,5575,1810,1975,725,82,9,7,2,14:10.5,29:22.0,13:29.9,19:01.8,323,0,105.42,42.04,1,0,2,41672,41.67,2,7,0,1,1,6.6,1
2024461,England,TRUE,FALSE,0,60,9,1,6,1,11,6,2,1,6,22,27,13,0,0,519,91,104370,44978,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,6,0,6,3,0,0,152,57:41.7,14,3,8,3,4,0,2,2,0,5,1,2,0,2,0,14,570,127,381,62,109,363,47,519,109,363,47,0.858,0.953,0.758,107,91,165,156,3.75,35,32,11,0,20,12,11,39,6,12,21,29,4,16,6,9,3,5,1,7,4,3,58,28,29,137,7,19,0,0,0,0,1,0,0,0,0,0,7,0,1,2,0,6,7,3,2,2,5,3,2,0,71,32:10.3,13,4,9,6,7,0,3,0,0,58687,17520,20346,7817,56,17,20,7,9960,5453,1720,2013,774,82,9,7,2,44:57.1,24:42.5,14:36.3,0:20:16,347,0,104.37,44.97,1,0,1,35497,35.49,0,9,0,1,0,6.6,1
2024461,Scotland,FALSE,TRUE,0,40,11,1,3,0,9,5,0,1,5,20,33,14,2,0,312,81,105151,32559,31.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,2,1,10,0,1,0,148,08:53.1,13,2,4,7,3,0,1,2,0,1,4,2,0,1,1,7,383,84,237,62,68,208,36,312,68,208,36,0.81,0.878,0.581,67,57,87,101,2.588,24,18,11,0,14,9,0,28,4,13,11,16,1,16,4,13,8,4,3,6,5,1,50,27,23,133,2,20,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,2,10,1,0,9,4,1,0,3,40,32:10.3,10,7,7,6,4,0,1,0,2,60047,18268,19133,7703,57,18,18,7,10086,5623,1796,1898,769,82,9,7,2,42:09.3,28:21.2,10:23.1,19:49.0,347,0,105.15,32.55,1,0,3,48591,48.59,0,11,0,0,1,6.7,1
2024470,Finland,TRUE,FALSE,0,42,7,1,1,0,14,0,0,6,2,36,45,6,0,0,382,84,104798,36273,33.3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,4,2,1,0,160,05:51.1,6,0,4,2,3,0,1,0,0,0,0,0,0,0,0,9,454,105,288,61,92,261,29,382,92,261,29,0.876,0.906,0.475,83,60,133,106,2.838,18,15,8,0,9,6,2,23,4,7,12,14,4,25,11,13,11,2,8,4,1,3,69,43,26,145,3,15,2,0,2,0,6,0,0,0,0,0,6,3,0,0,2,1,7,1,1,5,4,1,1,2,57,34:52.0,10,0,6,8,2,0,0,0,2,65790,16886,15975,6147,63,16,15,6,10032,6173,1661,1583,615,85,7,6,2,07:17.4,19:35.6,56:48.4,15:28.3,246,0,104.79,36.27,1,0,1,53263,53.26,0,7,0,5,1,5.6,0
2024470,Belgium,FALSE,TRUE,2,58,17,7,7,1,41,5,2,1,2,10,42,10,0,0,632,90,104735,49889,31.7,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3,0,1,1,0,0,0,6,1,3,4,13,3,1,0,161,54:38.1,18,3,12,3,2,0,2,0,0,2,3,2,0,1,1,14,705,191,458,56,165,419,48,632,165,419,48,0.864,0.915,0.857,127,103,201,201,4.379,73,40,21,0,24,24,11,73,4,27,42,57,2,6,4,4,2,1,3,10,2,8,60,16,43,154,5,22,0,0,0,0,1,0,0,0,0,0,3,2,1,0,0,0,1,0,1,0,1,0,1,0,100,34:52.0,6,2,8,6,0,0,0,0,0,64018,16702,17819,6196,61,16,17,6,10130,6078,1658,1776,618,84,8,6,2,00:58.3,18:20.9,03:16.5,15:28.8,251,2,104.73,49.88,1,0,0,39779,39.77,0,17,0,0,1,6,0
2024460,Finland,TRUE,FALSE,0,25,0,0,0,0,0,1,2,0,2,4,3,12,2,0,10,71,111083,36265,32.2,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,05:50.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,4,9,1,2,8,0,10,2,8,0,0.5,0.889,0,NA,NA,NA,NA,0.933,3,2,3,0,7,3,2,0,0,0,0,0,0,3,1,5,3,2,3,3,1,2,5,20,8,15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0:07:00,12,4,8,9,3,0,1,0,2,64915,19198,19582,7388,58,17,18,7,NA,NA,NA,NA,NA,84,8,6,2,35:04.9,1:32:56,11:47.0,19:10.6,338,0,111.08,36.26,1,NA,NA,49866,49.86,NA,NA,NA,NA,NA,NA,0
2024460,Russia,FALSE,TRUE,1,75,1,0,0,0,0,4,2,0,1,1,2,12,3,0,54,84,119350,50977,31.7,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,03:25.7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,64,12,44,8,10,40,4,54,10,40,4,0.833,0.909,0.5,NA,NA,NA,NA,4.267,26,12,14,3,17,11,1,4,1,2,1,1,0,1,0,3,2,1,2,5,2,3,3,7,27,14,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,100,0:07:00,11,3,9,7,4,0,0,0,2,65229,21817,23398,8906,55,18,20,7,NA,NA,NA,NA,NA,81,9,8,2,01:02.5,45:34.1,26:07.4,0:23:06,404,0,119.35,50.97,1,NA,NA,41311,41.31,NA,NA,NA,NA,NA,NA,0
2024456,France,TRUE,FALSE,1,42,4,1,2,1,25,3,4,1,5,29,41,7,0,0,371,85,109024,36415,31.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,2,0,3,1,0,0,186,12:25.2,6,1,4,1,1,0,0,1,0,2,1,1,0,0,1,17,438,126,254,58,110,226,35,371,110,226,35,0.873,0.89,0.603,95,54,108,114,2.355,21,12,6,0,9,4,5,24,3,9,12,16,1,27,2,15,10,2,9,11,5,6,66,36,29,173,3,28,0,0,0,0,1,0,0,0,0,0,3,0,0,0,3,1,11,0,2,9,8,0,2,6,73,39:07.3,10,7,0,9,1,0,1,0,2,64295,17085,19465,8179,59,15,18,8,10469,6030,1688,1934,817,84,7,7,2,15:04:30,22:38.2,11:09.6,21:07.8,390,1,109.02,36.41,1,0,0,50914,50.91,0,4,0,1,0,6.6,1
2024456,Germany,FALSE,TRUE,0,58,10,1,6,0,10,5,2,1,9,8,46,10,1,0,645,89,113618,49697,30.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,0,4,2,7,0,0,0,176,01:33.0,29,3,18,8,7,0,3,4,0,3,2,1,0,0,1,10,725,153,504,68,132,460,53,645,132,460,53,0.863,0.913,0.779,141,115,198,191,4.119,71,45,13,1,30,24,0,59,9,28,22,36,2,8,0,14,5,5,6,11,2,9,70,17,52,163,1,16,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,2,0,2,0,2,0,2,0,100,39:07.3,6,1,9,0,6,0,0,0,4,64835,19887,20886,8010,57,18,18,7,10861,6054,1956,2057,794,82,9,7,2,49:02.6,36:14.6,16:43.3,20:52.8,358,0,113.61,49.69,1,0,1,41675,41.67,3,7,0,1,0,6.5,0
