MatchID,TeamName,IsHomeTeam,IsAwayTeam,Goals,Ball Possession,Total Attempts,Attempts on target,Attempts off target,Attempts against woodwork,Attempts Accuracy,Corners,Offsides,Saves,Tackles won,Clearances,Recovered balls,Fouls committed,Yellow.Cards,Red.Cards,Passes completed,Passes accuracy,Distance covered (m),Distance covered in possession (m),Top Speed (Km/h),Own-goals,Goals scored,Goals_conceded,Own-goals for,Goals scored by right foot,Goals scored by left foot,Goals scored by head,Goals scored by backheel,Goals scored by other part of body,Goals scored in open play,Goals scored on direct free-kcik,Goals scored on indirect free-kcik,Goals scored on penalty ,Goals on corner ,Goals scored in penalty area,Goals scored outside penalty area,Goals on penalty phase,Goals in open play from centre,Goals in open play from left,Goals in open play from right,Attempts blocked,Attempts on bar,Attempts on post,Woodwork (after deflection),Attempts on direct free kick,Attempts on indirect free kick,Attempts from corner,Attempts on target in penalty area,Attempts on target outside penalty area,Attempts off target in penalty area,Attempts off target outside penalty area,Attempts in open play from centre,Attempts in open play from left,Attempts in open play from right,Free kicks on goal ,Instance of possession ,Ball not in play,Crosses attempted,Crosses short,Crosses medium,Crosses long,Crosses completed,Crosses completed short,Crosses completed medium,Crosses completed long,Corners short,Corners medium,Corners long,Corners completed,Corners completed short,Corners completed medium,Corners completed long,Dribbling,Passes attempted,Passes attempted short,Passes attempted medium,Passes attempted long,Passes completed short,Passes completed medium,Passes completed long,Passes received,Passes received short,Passes received medium,Passes received long,Passes accuracy short,Passes accuracy medium,Passes accuracy long,Passes completed forward,Passes completed backward,Passes completed left,Passes completed right,Passes per instance of possession ,Delivery into attacking third,Delivery into key play area,Delivery into penalty area,Delivery into goal area,Solo run into attacking third,Solo run into key play area,Solo run into penalty area,Total Attacks,Attacks from centre,Attacks from right,Attacks from left,Organized attack,Counter attack,Clearances successful,Clearances unsuccesful,Tackles,Tackles lost,Tackles performed gaining the ball,Tackles performed not gaining the ball,Tackles suffered,Tackles suffered losing the ball,Tackles suffered not losing the ball,Lost balls,Lost balls own half,Lost balls opposite half,Change of possession,Blocks,Throw-in,Goals conceded from open play ,Goals conceded from set pieces,Goals conceded in penalty area,Goals conceded outside penalty area,Saves in open play,Saves on set pieces,Saves on direct free kick,Saves on indirect free kick,Saves on penalty,Saves on corner,Saves in open play from centre,Saves in open play from left,Saves in open play from right,Punches,High Claims,Low Claims,Goalkeeper kicks attempted,Goalkeeper kicks short,Goalkeeper kicks medium,Goalkeeper kicks long,Goalkeeper kicks completed,Goalkeeper kicks completed short,Goalkeeper kicks completed medium,Goalkeeper kicks completed long,Goalkeeper kicks completed %,Played Time,Fouls suffered,Fouls committed own half,Fouls committed opposite half,Fouls suffered own half,Fouls suffered opposite half,Penalty fouls,Handball,Simulation,Offsides suffered,Distance covered in low activity (m),Distance covered in medium activity (m),Distance covered in high activity (m),Distance covered in very high activity (m),Distance covered in low activity (%),Distance covered in medium activity (%),Distance covered in high activity (%),Distance covered in very high activity (%),Average distance covered,Average distance covered in low activity ,Average distance covered in medium activity ,Average distance covered in high activity ,Average distance covered in very high activity covered,Time spent in low activity (%),Time spent in medium activity (%),Time spent in high activity (%),Time spent in very high activity (%),Time spent in low activity,Time spent in medium activity,Time spent in high activity,Time spent in very high activity,Sprints,Assists,Distance covered (Km),Distance covered in possession (Km),Matches played,Goals on set pieces,Attempts blocked outside penalty area,Distance covered not in possession (m),Distance covered not in possession (Km),Attempts set pieces,Attempts in open play,Attempts on throw in,Saves on attempts inside penalty area,Saves on attempts outside penalty area,Team average speed,Big Chances
2024481,France,TRUE,FALSE,3,53,26,8,13,1,31,8,1,2,3,16,50,14,3,0,602,88,134009,52295,32.6,0,3,3,0,1,1,1,0,0,3,0,0,0,0,2,1,4,1,0,1,5,1,0,1,1,0,0,5,3,5,8,18,5,2,0,221,29:16.4,23,1,16,6,3,0,1,2,0,6,2,2,0,2,0,31,681,164,459,58,144,415,43,602,144,415,43,0.878,0.904,0.741,144,114,176,168,3.081,55,36,13,0,28,22,13,66,10,20,36,45,4,10,6,11,8,3,1,10,4,6,81,32,49,202,2,26,3,0,3,0,1,1,0,0,1,0,3,0,0,0,2,2,6,3,2,1,6,3,2,1,100,08:32.2,12,8,6,6,6,1,0,0,1,81455,20009,22159,10386,61,14,17,8,12812,7619,1964,2195,1034,85,7,6,2,48:07.4,36:40.3,20:47.1,26:43.1,457,2,134,52.29,1,0,2,44710,44.7,1,25,0,2,0,6,1
2024481,Switzerland,FALSE,TRUE,3,47,13,5,6,0,38,5,1,5,4,32,33,13,4,0,483,86,139379,43080,32.4,0,3,3,0,1,0,2,0,0,3,0,0,0,0,3,0,5,1,1,1,2,0,0,0,1,0,0,5,0,3,3,10,1,0,0,227,33:32.1,15,1,7,6,5,0,2,3,0,3,2,3,0,1,2,18,562,146,354,61,122,321,40,483,122,321,40,0.836,0.907,0.656,129,84,147,123,2.476,40,20,13,1,17,6,8,52,8,17,27,26,4,24,8,17,13,4,6,4,3,1,86,41,44,207,5,43,3,0,2,1,5,0,0,0,0,0,7,2,0,1,0,2,17,4,6,7,14,4,6,4,82,08:32.2,14,7,6,6,8,0,1,0,1,81568,22164,24529,11118,59,15,18,8,13376,7630,2195,2440,1111,84,8,6,2,30:34.4,47:07.3,29:48.1,28:37.8,484,3,139.37,43.08,1,0,2,56969,56.96,2,11,0,4,2,6.3,1
2024475,Germany,TRUE,FALSE,2,70,16,6,6,1,38,6,2,2,7,7,42,8,2,0,681,89,106549,52976,32.2,0,2,2,0,1,0,1,0,0,2,0,0,0,0,2,0,0,0,1,0,4,1,0,1,0,0,0,5,1,6,0,10,1,5,0,175,53:38.9,34,6,13,15,8,0,2,6,3,1,2,5,3,1,1,25,761,159,522,80,127,492,62,681,127,492,62,0.799,0.943,0.775,145,112,205,219,4.349,105,35,15,1,24,12,3,76,8,43,25,46,0,7,0,16,9,3,7,18,6,12,75,19,52,162,1,33,2,0,2,0,2,0,0,0,0,0,2,1,0,1,0,3,3,0,2,1,2,0,2,0,67,36:05.6,10,2,6,1,9,0,2,0,0,62327,18049,19487,6686,58,18,18,6,10190,5850,1762,1915,663,83,8,7,2,28:30.6,27:02.5,11:37.0,17:32.3,288,1,106.54,52.97,1,0,0,29411,29.41,0,16,0,0,2,6.5,1
2024475,Hungary,FALSE,TRUE,2,30,8,4,3,1,50,1,0,4,10,26,48,10,3,0,184,73,110300,27659,30.8,0,2,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,1,0,1,1,0,1,1,1,0,0,2,2,1,2,6,1,0,0,170,17:47.1,7,2,3,2,1,0,0,1,0,1,0,1,0,1,0,14,251,73,133,45,51,112,21,184,51,112,21,0.699,0.842,0.467,61,36,44,43,1.476,10,3,3,0,6,3,2,14,3,3,8,12,1,22,4,22,12,6,12,10,3,7,80,64,16,157,4,27,2,0,2,0,4,0,0,0,0,0,4,0,4,1,0,1,6,2,1,3,3,2,1,0,50,36:05.6,6,9,1,5,1,0,0,0,2,64561,19298,20202,6239,59,17,18,6,10626,6080,1909,2013,624,82,9,7,2,17:56.2,32:56.7,14:00.6,16:13.8,268,2,110.3,27.65,1,0,0,58528,58.52,1,7,0,3,1,6.7,0
2024465,Hungary,TRUE,FALSE,1,39,5,3,1,0,60,1,0,3,5,19,41,17,1,0,280,81,107118,31008,33.8,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,1,4,1,0,0,164,17:21.3,6,0,5,1,0,0,0,0,0,1,0,0,0,0,0,22,345,98,208,39,80,187,13,280,80,187,13,0.816,0.899,0.333,65,49,92,74,2.104,14,6,3,0,6,1,2,13,0,5,8,7,0,12,7,18,13,4,3,6,5,1,64,45,19,146,2,30,1,0,1,0,3,0,0,0,0,0,2,2,0,2,3,1,12,2,8,2,11,2,8,1,92,39:56.6,15,10,7,11,4,0,0,0,1,66090,16684,17054,7290,62,15,16,7,10282,6214,1644,1697,727,85,7,6,2,33:21.1,1:17:54,00:20.1,18:09.7,294,1,107.11,31,1,0,1,51177,51.17,0,5,0,1,2,6.2,0
2024465,France,FALSE,TRUE,1,61,16,4,10,1,25,3,1,2,5,4,40,15,1,0,605,89,99947,44297,31.3,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,1,1,1,0,0,2,2,8,2,10,3,2,0,165,04:05.3,26,6,16,4,5,1,3,1,0,1,2,0,0,0,0,19,678,166,454,58,137,420,48,605,137,420,48,0.825,0.925,0.828,158,88,178,181,4.109,80,44,15,0,21,12,6,69,19,30,20,46,0,2,2,11,6,5,1,7,4,3,73,15,58,146,1,21,1,0,1,0,2,0,0,0,0,0,3,0,0,0,1,3,3,0,3,0,3,0,3,0,100,39:56.6,17,4,11,7,10,0,0,0,0,62948,13842,15493,7664,63,13,16,8,9565,5917,1353,1531,764,87,6,5,2,58:00.9,04:18.3,54:33.0,19:04.3,333,0,99.94,44.29,1,0,1,31077,31.07,1,15,0,1,1,5.8,2
2024455,Hungary,TRUE,FALSE,0,35,5,3,2,0,60,0,2,4,11,29,58,10,2,0,256,78,108991,30727,29.7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,3,0,0,194,14:37.3,9,2,3,4,3,0,2,1,0,0,0,0,0,0,0,13,330,114,164,52,85,146,25,256,85,146,25,0.746,0.89,0.481,65,49,81,61,1.701,14,7,5,0,7,1,0,21,3,7,11,13,0,22,7,22,11,11,7,9,2,7,81,52,28,176,0,26,2,1,3,0,4,0,0,0,0,0,4,0,0,0,1,1,10,5,3,2,9,5,3,1,90,36:05.6,15,7,3,8,7,1,0,0,1,63898,18595,18685,7813,59,17,17,7,10449,5972,1839,1858,780,83,8,7,2,15:42.3,30:06.8,08:32.8,20:14.6,347,0,108.99,30.72,1,0,0,56371,56.37,0,5,0,2,2,6.4,0
2024455,Portugal,FALSE,TRUE,3,65,11,7,4,0,64,6,1,3,3,12,52,15,1,0,622,89,105157,50564,28.8,0,3,0,0,1,2,0,0,0,2,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,5,2,4,0,9,0,1,0,191,56:23.3,23,5,11,7,4,0,2,2,3,1,2,4,3,0,1,20,702,172,454,76,140,426,56,622,140,426,56,0.814,0.938,0.737,139,111,187,185,3.675,72,36,15,0,19,11,5,68,8,39,21,46,2,11,1,14,11,2,7,17,11,6,84,20,64,179,0,23,0,0,0,0,3,0,0,0,0,0,1,2,0,1,2,1,4,0,4,0,4,0,4,0,100,36:05.6,10,7,8,3,7,0,0,0,2,62920,16292,18030,7915,60,15,17,8,10104,5929,1604,1783,788,84,8,6,2,26:14.2,18:53.7,05:54.4,20:33.7,356,2,105.15,50.56,1,1,0,31981,31.98,1,10,0,0,3,6.4,1
2024477,Italy,TRUE,FALSE,2,52,27,6,12,1,22,4,4,2,7,21,62,10,2,0,611,88,149385,58546,33.1,0,2,1,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,2,0,9,0,1,1,2,0,0,4,2,9,3,17,4,4,1,263,27:15.2,11,0,9,2,6,0,5,1,0,3,1,3,0,2,1,28,693,206,421,66,179,387,45,611,179,387,45,0.869,0.919,0.682,166,100,170,175,2.635,74,42,16,0,30,26,14,74,14,21,39,46,2,16,5,18,11,6,5,17,4,13,103,40,60,236,5,36,1,0,1,0,2,0,0,0,0,0,4,1,2,1,5,0,8,3,3,2,7,3,3,1,88,09:27.8,22,5,5,13,9,0,0,0,2,81144,25837,29970,12434,54,18,20,8,14354,7618,2543,2964,1229,81,9,8,2,38:45.8,03:11.7,48:25.4,31:37.8,534,2,149.38,58.54,1,0,6,56544,56.54,2,25,0,1,1,6.9,0
2024477,Austria,FALSE,TRUE,1,48,16,3,8,0,19,3,2,4,9,32,54,22,3,0,551,83,145326,50285,31.7,0,1,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,5,0,0,0,1,0,0,2,1,3,5,11,1,3,0,255,30:11.3,13,2,7,4,3,0,3,0,0,2,1,2,0,2,0,13,666,166,422,78,125,386,40,551,125,386,40,0.753,0.915,0.513,141,98,154,158,2.612,44,24,14,2,16,12,1,49,12,19,18,27,1,30,2,22,13,5,12,7,4,3,101,53,46,237,9,46,2,0,2,0,3,1,1,0,0,0,6,2,3,1,6,4,13,4,9,0,13,4,9,0,100,09:27.8,10,9,13,5,5,0,0,0,4,82276,24587,26607,11856,57,17,18,8,13806,7590,2419,2617,1180,82,9,7,2,00:58.9,57:30.0,36:46.2,30:05.1,518,1,145.32,50.28,1,0,3,61677,61.67,1,15,0,2,2,6.6,0
2024491,Italy,TRUE,FALSE,1,61,20,6,9,0,30,3,5,0,8,21,46,21,5,0,755,90,144564,59901,31.7,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,0,5,0,0,3,3,0,0,4,2,4,5,14,2,1,1,240,29:10.5,19,4,11,4,5,0,4,1,0,2,1,2,0,2,0,22,839,249,542,48,218,508,29,755,218,508,29,0.876,0.937,0.604,162,98,255,240,3.496,66,33,8,1,30,24,7,65,13,20,32,35,1,19,2,25,17,11,3,7,2,5,90,36,53,225,1,43,1,0,1,0,0,0,0,0,0,0,1,0,0,1,4,3,7,3,4,0,7,3,4,0,100,15:42.1,12,10,11,7,5,0,3,0,1,83237,23990,26978,10359,58,16,19,7,13877,7807,2368,2671,1031,83,8,7,2,23:29.1,55:41.3,39:19.2,26:52.4,466,1,144.56,59.9,1,0,2,46255,46.25,3,17,0,0,0,6.3,1
2024491,England,FALSE,TRUE,1,39,6,1,4,0,17,5,1,5,4,25,43,13,1,0,341,78,143299,40153,31.3,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,1,0,2,2,6,0,0,0,249,46:34.0,14,2,5,6,3,0,0,3,0,1,4,1,0,0,1,28,438,92,272,74,65,238,38,341,65,238,38,0.707,0.875,0.514,87,62,105,87,1.759,37,15,10,0,16,12,5,40,6,10,24,22,3,22,3,12,8,2,5,14,11,3,90,41,47,221,5,43,1,0,1,0,4,1,1,0,0,0,7,1,1,1,2,3,12,1,2,9,8,1,2,5,67,15:42.1,18,6,7,9,9,0,1,0,5,86273,22623,23664,10739,60,16,17,7,13633,8017,2217,2333,1066,85,7,6,2,41:23.7,49:26.9,26:38.8,27:39.8,446,1,143.29,40.15,1,0,0,63207,63.2,0,6,0,5,2,6.2,0
2024489,Italy,TRUE,FALSE,1,35,7,4,2,1,57,1,8,3,4,23,53,17,2,0,319,76,145641,38303,31.7,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,4,0,1,0,1,1,0,1,0,0,0,3,1,1,1,4,1,2,0,229,35:40.4,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,16,418,120,236,61,93,199,27,319,93,199,27,0.775,0.843,0.443,83,56,93,87,1.825,20,10,3,0,9,6,4,22,1,8,13,14,2,18,5,16,12,5,11,8,3,5,79,50,29,207,5,45,1,0,1,0,2,1,1,0,0,0,6,0,0,2,2,1,17,11,5,1,16,11,5,0,94,03:22.3,18,9,8,16,2,0,0,0,1,78598,25904,29843,11296,54,18,20,8,13978,7345,2559,2952,1122,80,10,8,2,01:19.1,05:11.8,49:36.4,29:13.8,492,0,145.64,38.3,1,0,0,76507,76.5,0,7,0,1,2,6.9,0
2024489,Spain,FALSE,TRUE,1,65,16,4,7,0,25,6,1,3,3,14,49,18,1,0,832,89,142015,68367,32.8,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,1,0,0,5,0,0,0,2,0,0,2,2,2,5,12,0,2,1,225,12:25.3,18,1,9,8,1,0,0,1,0,2,4,1,0,0,1,20,932,185,663,84,156,615,61,832,156,615,61,0.843,0.928,0.726,166,148,265,253,4.142,69,33,10,0,32,20,5,67,14,28,25,39,3,12,2,9,6,3,5,16,5,11,99,45,52,198,1,25,1,0,1,0,3,0,0,0,0,0,2,0,2,0,1,2,4,0,4,0,4,0,4,0,100,03:22.3,17,2,16,8,9,0,0,0,8,78743,24198,27304,11770,55,18,19,8,13561,7326,2373,2694,1168,82,9,7,2,15:16.3,56:58.9,40:00.6,30:25.2,515,1,142.01,68.36,1,0,2,43712,43.71,2,14,0,2,1,6.6,1
2024458,Italy,TRUE,FALSE,3,49,13,3,7,0,23,3,2,1,5,11,37,10,0,0,464,85,112422,42088,33.3,0,3,0,0,2,1,0,0,0,3,0,0,0,0,1,2,0,1,0,2,3,0,0,0,0,0,0,1,2,6,1,10,2,1,0,164,04:31.4,8,1,5,2,1,0,1,0,0,1,2,0,0,0,0,9,544,155,324,65,125,300,39,464,125,300,39,0.806,0.926,0.6,127,98,116,123,3.317,30,23,7,1,9,10,11,39,10,12,17,30,2,9,2,13,8,1,8,18,6,12,73,30,43,147,1,19,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,8,2,3,3,7,2,3,2,88,35:05.1,11,1,9,8,3,0,1,0,4,61292,18795,22309,10026,55,16,20,9,10743,5699,1848,2200,996,81,9,8,2,48:18.4,30:48.7,21:58.1,25:39.0,427,3,112.42,42.08,1,0,2,47604,47.6,0,13,0,1,0,7.1,0
2024458,Switzerland,FALSE,TRUE,0,51,6,1,4,0,17,2,4,0,9,16,47,12,2,0,475,87,105983,41261,32.8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,3,2,1,0,166,03:48.5,11,3,2,6,3,0,1,2,0,0,2,1,0,0,1,7,544,143,351,50,118,331,26,475,118,331,26,0.825,0.943,0.52,108,88,152,127,3.277,28,17,6,0,14,12,2,33,4,17,12,25,1,10,6,18,9,6,10,7,1,6,58,22,34,151,3,23,3,0,1,2,0,0,0,0,0,0,2,0,1,2,1,1,9,1,5,3,7,1,5,1,78,35:05.1,9,3,9,8,1,0,1,0,2,60473,16400,19772,9338,57,15,19,9,10130,5628,1606,1963,933,83,8,7,2,23:14.5,19:15.2,12:22.1,23:59.3,380,0,105.98,41.26,1,0,1,43979,43.97,0,6,0,0,0,6.6,0
2024468,Italy,TRUE,FALSE,1,63,23,6,11,1,26,7,3,1,1,7,22,14,1,0,554,92,101245,44820,30.8,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6,0,1,1,1,0,0,3,3,8,3,13,4,5,0,142,58:41.5,19,2,7,10,8,0,3,3,1,2,4,3,1,2,0,14,603,131,422,51,115,402,38,554,115,402,38,0.878,0.953,0.745,103,84,174,193,4.246,45,30,14,1,22,22,8,57,8,28,21,41,1,6,1,8,7,2,6,10,2,8,46,15,31,129,0,27,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,1,1,3,1,1,1,100,33:01.2,11,8,6,6,5,0,0,0,0,59174,16804,18279,6988,58,17,18,7,9731,5555,1660,1818,698,84,7,7,2,05:16.2,21:24.4,07:02.4,18:16.8,310,1,101.24,44.82,1,0,2,31632,31.63,1,22,0,1,0,6.3,0
2024468,Wales,FALSE,TRUE,0,37,3,1,2,0,33,1,0,6,3,22,25,12,2,1,210,78,97930,27873,29.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,148,13:16.9,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,6,270,56,160,54,43,142,25,210,43,142,25,0.768,0.888,0.463,50,38,59,63,1.824,16,10,8,0,5,5,0,17,6,6,5,8,1,17,5,11,8,2,9,8,1,7,57,37,19,129,6,22,1,0,1,0,6,0,0,0,0,0,6,2,3,1,3,0,12,0,4,8,6,0,4,2,50,33:01.2,14,5,7,6,8,0,1,0,3,56592,17377,17496,6465,58,17,18,7,9795,5550,1785,1796,664,83,8,7,2,26:02.5,24:06.4,04:33.1,16:58.4,298,0,97.93,27.87,1,0,0,46521,46.52,0,3,0,2,3,6.4,1
2024443,Netherlands,TRUE,FALSE,2,47,14,3,7,0,21,2,1,1,10,19,44,13,1,0,393,82,111972,42310,31.3,0,2,0,0,2,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,4,0,0,0,0,0,0,3,0,5,2,10,1,2,0,192,05:39.3,6,2,2,2,1,0,0,1,0,0,2,1,0,0,1,11,477,134,279,64,111,246,36,393,111,246,36,0.828,0.882,0.563,112,78,111,92,2.484,33,19,7,1,13,10,4,31,5,11,15,20,0,17,2,19,9,5,8,15,8,7,74,39,34,182,1,26,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,1,9,1,1,7,5,1,1,3,56,35:37.6,9,4,9,6,3,0,0,0,0,60172,19925,22346,9529,54,17,20,9,10799,5650,1977,2222,950,81,9,8,2,58:13.5,36:13.5,22:12.4,24:32.6,411,1,111.97,42.3,1,1,2,45890,45.88,1,13,1,1,0,6.9,1
2024443,Austria,FALSE,TRUE,0,53,8,1,6,0,12,5,0,1,10,13,43,9,2,0,464,83,111885,43346,32.4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3,5,3,0,0,194,02:05.2,20,5,5,10,5,0,0,5,0,0,5,3,0,0,3,9,562,143,354,65,118,310,36,464,118,310,36,0.825,0.876,0.554,106,86,139,133,2.897,37,26,6,0,24,14,4,47,10,25,12,32,3,8,5,18,8,8,7,13,5,8,72,30,41,177,4,26,1,1,2,0,1,0,0,0,0,0,5,0,0,0,2,1,8,2,4,2,8,2,4,2,100,35:37.6,13,3,6,9,4,1,0,0,1,61600,19168,21613,9504,55,17,19,9,10618,5665,1870,2135,948,81,9,8,2,08:32.8,32:43.0,18:55.3,24:37.1,416,0,111.88,43.34,1,0,0,45396,45.39,0,8,0,1,0,6.8,0
2024480,Netherlands,TRUE,FALSE,0,52,7,0,5,0,0,6,4,3,1,7,46,6,2,1,314,73,97399,38065,31.3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,5,1,1,0,210,09:39.2,19,2,10,7,2,0,1,1,0,4,2,1,0,1,0,11,432,115,238,79,91,183,40,314,91,183,40,0.791,0.769,0.506,94,70,78,72,2.057,43,22,12,0,7,3,6,38,8,17,13,20,2,6,1,2,1,1,1,7,1,6,75,33,42,192,4,28,2,0,2,0,3,0,0,0,0,0,5,0,1,0,1,0,4,0,1,3,1,0,1,0,25,38:25.8,14,3,3,6,8,0,1,0,1,55898,16857,17652,6992,57,18,18,7,9784,5489,1733,1829,733,83,8,7,2,16:28.1,20:31.3,04:22.7,17:42.3,289,0,97.39,38.06,1,0,0,34618,34.61,0,7,0,1,2,6.2,1
2024480,Czech Republic,FALSE,TRUE,2,48,13,5,4,0,38,5,1,0,2,27,46,14,1,0,304,76,109513,37988,31,0,2,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0,0,1,1,4,0,0,0,1,0,0,3,2,3,1,11,0,1,0,205,11:34.4,12,0,6,6,5,0,2,3,1,3,1,4,1,2,1,9,402,107,226,69,88,180,36,304,88,180,36,0.822,0.796,0.522,94,49,83,78,1.961,29,18,7,1,10,5,2,36,5,24,7,18,1,22,5,8,6,1,6,2,1,1,79,42,35,194,2,23,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,7,0,2,3,2,0,2,0,29,38:25.8,5,8,6,3,2,0,0,0,4,60161,19820,21024,8508,55,18,19,8,10523,5621,1959,2093,850,81,9,8,2,30:10.0,34:05.8,15:53.0,21:37.5,320,2,109.51,37.98,1,0,1,43223,43.22,1,12,0,0,0,7,0
2024441,Netherlands,TRUE,FALSE,3,63,15,7,4,0,47,5,2,3,5,9,43,8,0,0,617,90,84035,38280,29.7,0,3,2,0,1,1,1,0,0,3,0,0,0,0,3,0,0,0,1,2,4,0,0,0,0,0,0,5,2,2,2,14,1,0,0,169,55:00.5,14,2,3,9,3,0,0,3,1,2,2,3,1,1,1,16,688,180,445,60,168,406,42,617,168,406,42,0.933,0.912,0.7,142,113,181,180,4.071,59,42,11,0,32,32,5,49,10,15,24,28,0,4,5,7,2,2,3,8,3,5,64,16,48,157,1,24,2,0,1,1,3,0,0,0,0,0,4,0,0,0,0,1,3,2,1,0,3,2,1,0,100,36:05.7,8,2,6,5,3,0,1,0,1,46243,14640,16590,6562,55,17,20,8,8119,4356,1454,1654,655,82,8,8,2,51:07.8,50:35.1,43:30.8,12:11.3,195,1,84.03,38.27,1,0,3,25803,25.8,0,15,1,1,2,5.6,1
2024441,Ukraine,FALSE,TRUE,2,37,8,5,2,0,62,1,1,4,9,27,43,8,1,0,360,85,84426,24742,30.6,0,2,3,0,0,1,1,0,0,2,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,2,3,2,0,8,0,0,0,165,11:29.6,5,0,4,1,2,0,1,1,0,0,1,1,0,0,1,7,424,104,276,42,93,241,26,360,93,241,26,0.894,0.873,0.619,82,68,99,111,2.57,19,22,5,0,15,14,3,14,5,7,2,10,1,15,12,12,3,4,5,5,2,3,71,45,24,151,4,20,3,0,3,0,4,0,0,0,0,0,7,1,0,1,0,1,9,2,3,3,7,2,3,2,78,36:05.7,7,3,5,5,2,0,0,0,2,47487,14125,15838,6976,56,17,19,8,8114,4446,1398,1576,694,82,9,7,2,43:58.6,48:01.0,40:59.7,12:44.4,210,2,84.42,24.74,1,0,1,40908,40.9,0,8,0,2,2,4.8,0
2024445,North Macedonia,TRUE,FALSE,0,43,12,1,7,1,8,5,3,3,5,20,58,8,4,0,362,82,109286,39511,31.3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,0,0,0,1,4,3,9,1,1,1,197,08:27.2,18,3,8,7,5,0,1,4,2,0,3,4,2,0,2,23,441,116,260,65,96,223,43,362,96,223,43,0.828,0.858,0.662,88,66,118,90,2.239,19,18,7,0,23,16,4,37,6,10,21,18,5,10,10,16,11,2,10,7,3,4,95,58,37,179,4,26,3,0,3,0,3,0,0,0,0,0,7,0,0,1,1,2,8,0,5,3,7,0,5,2,88,36:00.1,12,3,5,9,3,0,0,0,2,60384,18470,20287,10145,55,17,19,9,10568,5730,1818,2006,1014,82,8,7,3,13:41.8,29:20.1,14:09.5,26:05.0,418,0,109.28,39.51,1,0,2,47151,47.15,1,11,0,3,1,6.9,0
2024445,Netherlands,FALSE,TRUE,3,57,17,6,7,1,35,7,2,1,4,16,68,13,0,0,525,85,110987,46528,33.6,0,3,0,0,1,2,0,0,0,3,0,0,0,0,3,0,0,1,1,0,4,1,0,1,0,0,0,5,1,3,4,14,3,0,0,196,59:36.8,17,2,4,11,4,0,1,1,0,0,7,1,0,0,1,24,619,173,395,51,131,360,34,525,131,360,34,0.757,0.911,0.667,146,95,147,137,3.158,48,33,13,3,19,16,13,49,8,14,27,30,1,12,4,7,3,3,4,11,2,9,88,35,53,184,4,22,0,0,0,0,0,1,1,0,0,0,2,1,1,0,0,0,10,1,8,1,10,1,8,1,100,36:00.1,8,3,10,5,3,0,1,0,3,59876,18521,21821,10769,54,16,20,10,10702,5624,1829,2172,1077,81,8,8,3,04:53.8,29:30.3,19:42.9,27:31.4,458,3,110.98,46.52,1,0,2,41778,41.77,0,17,0,0,1,6.8,2
